Date,AAPL
2003-06-24 00:00:00+00:00,1.260049
2003-06-25 00:00:00+00:00,1.280846
2003-06-26 00:00:00+00:00,1.294269
2003-06-27 00:00:00+00:00,1.256696
2003-06-30 00:00:00+00:00,1.278836
2003-07-01 00:00:00+00:00,1.280846
2003-07-02 00:00:00+00:00,1.292926
2003-07-03 00:00:00+00:00,1.283533
2003-07-07 00:00:00+00:00,1.333186
2003-07-08 00:00:00+00:00,1.36874
2003-07-09 00:00:00+00:00,1.33452
2003-07-10 00:00:00+00:00,1.313723
2003-07-11 00:00:00+00:00,1.331843
2003-07-14 00:00:00+00:00,1.335196
2003-07-15 00:00:00+00:00,1.315733
2003-07-16 00:00:00+00:00,1.333186
2003-07-17 00:00:00+00:00,1.402292
2003-07-18 00:00:00+00:00,1.399606
2003-07-21 00:00:00+00:00,1.382829
2003-07-22 00:00:00+00:00,1.395576
2003-07-23 00:00:00+00:00,1.394909
2003-07-24 00:00:00+00:00,1.376123
2003-07-25 00:00:00+00:00,1.445229
2003-07-28 00:00:00+00:00,1.408332
2003-07-29 00:00:00+00:00,1.390213
2003-07-30 00:00:00+00:00,1.360689
2003-07-31 00:00:00+00:00,1.414363
2003-08-01 00:00:00+00:00,1.39088
2003-08-04 00:00:00+00:00,1.423089
2003-08-05 00:00:00+00:00,1.367396
2003-08-06 00:00:00+00:00,1.317076
2003-08-07 00:00:00+00:00,1.337206
2003-08-08 00:00:00+00:00,1.317753
2003-08-11 00:00:00+00:00,1.319096
2003-08-12 00:00:00+00:00,1.321773
2003-08-13 00:00:00+00:00,1.353983
2003-08-14 00:00:00+00:00,1.339893
2003-08-15 00:00:00+00:00,1.322449
2003-08-18 00:00:00+00:00,1.364719
2003-08-19 00:00:00+00:00,1.363376
2003-08-20 00:00:00+00:00,1.409666
2003-08-21 00:00:00+00:00,1.454623
2003-08-22 00:00:00+00:00,1.400949
2003-08-25 00:00:00+00:00,1.399606
2003-08-26 00:00:00+00:00,1.412353
2003-08-27 00:00:00+00:00,1.441209
2003-08-28 00:00:00+00:00,1.488843
2003-08-29 00:00:00+00:00,1.517023
2003-09-02 00:00:00+00:00,1.533123
2003-09-03 00:00:00+00:00,1.539839
2003-09-04 00:00:00+00:00,1.53178
2003-09-05 00:00:00+00:00,1.509639
2003-09-08 00:00:00+00:00,1.525749
2003-09-09 00:00:00+00:00,1.500922
2003-09-10 00:00:00+00:00,1.488176
2003-09-11 00:00:00+00:00,1.513669
2003-09-12 00:00:00+00:00,1.549899
2003-09-15 00:00:00+00:00,1.490186
2003-09-16 00:00:00+00:00,1.500246
2003-09-17 00:00:00+00:00,1.484146
2003-09-18 00:00:00+00:00,1.535142
2003-09-19 00:00:00+00:00,1.515012
2003-09-22 00:00:00+00:00,1.481459
2003-09-23 00:00:00+00:00,1.504943
2003-09-24 00:00:00+00:00,1.430473
2003-09-25 00:00:00+00:00,1.370759
2003-09-26 00:00:00+00:00,1.388202
2003-09-29 00:00:00+00:00,1.429129
2003-09-30 00:00:00+00:00,1.390213
2003-10-01 00:00:00+00:00,1.394909
2003-10-02 00:00:00+00:00,1.380152
2003-10-03 00:00:00+00:00,1.455299
2003-10-06 00:00:00+00:00,1.495549
2003-10-07 00:00:00+00:00,1.557949
2003-10-08 00:00:00+00:00,1.547213
2003-10-09 00:00:00+00:00,1.573383
2003-10-10 00:00:00+00:00,1.588816
