,AAPL,capital_used,ending_cash,ending_value,long_mavg,orders,period_close,period_open,pnl,portfolio_value,positions,returns,short_mavg,starting_cash,starting_value,transactions
2007-03-06 21:00:00,11.834251,0.0,99863.5480814,1183.4251,9.8251629,[],2007-03-06 21:00:00+00:00,2007-03-06 14:31:00+00:00,25.0933,101046.973181,"[{'amount': 100, 'last_sale_price': 11.834251, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000248394704488,11.43823002,99863.5480814,1158.3318,[]
2007-03-07 21:00:00,11.771185,0.0,99863.5480814,1177.1185,9.83129092,[],2007-03-07 21:00:00+00:00,2007-03-07 14:31:00+00:00,-6.3066,101040.666581,"[{'amount': 100, 'last_sale_price': 11.771185000000001, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-6.24125572636e-05,11.45689589,99863.5480814,1183.4251,[]
2007-03-08 21:00:00,11.808758,0.0,99863.5480814,1180.8758,9.83784389333,[],2007-03-08 21:00:00+00:00,2007-03-08 14:31:00+00:00,3.7573,101044.423881,"[{'amount': 100, 'last_sale_price': 11.808758000000001, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",3.71860175425e-05,11.47671582,99863.5480814,1177.1185,[]
2007-03-09 21:00:00,11.804728,0.0,99863.5480814,1180.4728,9.84398979,[],2007-03-09 21:00:00+00:00,2007-03-09 14:31:00+00:00,-0.402999999991,101044.020881,"[{'amount': 100, 'last_sale_price': 11.804727999999999, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-3.98834477461e-06,11.49377138,99863.5480814,1180.8758,[]
2007-03-12 20:00:00,12.059691,0.0,99863.5480814,1205.9691,9.85128079667,[],2007-03-12 20:00:00+00:00,2007-03-12 13:31:00+00:00,25.4963,101069.517181,"[{'amount': 100, 'last_sale_price': 12.059691, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000252328636347,11.51369867,99863.5480814,1180.4728,[]
2007-03-13 20:00:00,11.862431,0.0,99863.5480814,1186.2431,9.85886256,[],2007-03-13 20:00:00+00:00,2007-03-13 13:31:00+00:00,-19.726,101049.791181,"[{'amount': 100, 'last_sale_price': 11.862430999999999, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.000195172595557,11.53114339,99863.5480814,1205.9691,[]
2007-03-14 20:00:00,12.077134,0.0,99863.5480814,1207.7134,9.86696317667,[],2007-03-14 20:00:00+00:00,2007-03-14 13:31:00+00:00,21.4703,101071.261481,"[{'amount': 100, 'last_sale_price': 12.077134, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000212472482614,11.55222465,99863.5480814,1186.2431,[]
2007-03-15 20:00:00,12.019431,0.0,99863.5480814,1201.9431,9.87359217333,[],2007-03-15 20:00:00+00:00,2007-03-15 13:31:00+00:00,-5.77029999999,101065.491181,"[{'amount': 100, 'last_sale_price': 12.019430999999999, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-5.70914018032e-05,11.57240688,99863.5480814,1207.7134,[]
2007-03-16 20:00:00,12.022118,0.0,99863.5480814,1202.2118,9.88013171667,[],2007-03-16 20:00:00+00:00,2007-03-16 13:31:00+00:00,0.268700000001,101065.759881,"[{'amount': 100, 'last_sale_price': 12.022117999999999, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",2.65867208341e-06,11.58663101,99863.5480814,1201.9431,[]
2007-03-19 20:00:00,12.228771,0.0,99863.5480814,1222.8771,9.88762402333,[],2007-03-19 20:00:00+00:00,2007-03-19 13:31:00+00:00,20.6653,101086.425181,"[{'amount': 100, 'last_sale_price': 12.228771, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000204473800269,11.60163347,99863.5480814,1202.2118,[]
2007-03-20 20:00:00,12.275738,0.0,99863.5480814,1227.5738,9.89441405667,[],2007-03-20 20:00:00+00:00,2007-03-20 13:31:00+00:00,4.6967,101091.121881,"[{'amount': 100, 'last_sale_price': 12.275738, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",4.64622227126e-05,11.61507936,99863.5480814,1222.8771,[]
2007-03-21 20:00:00,12.596454,0.0,99863.5480814,1259.6454,9.90238495333,[],2007-03-21 20:00:00+00:00,2007-03-21 13:31:00+00:00,32.0716,101123.193481,"[{'amount': 100, 'last_sale_price': 12.596454, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000317254368169,11.63228258,99863.5480814,1227.5738,[]
2007-03-22 20:00:00,12.608534,0.0,99863.5480814,1260.8534,9.90824460667,[],2007-03-22 20:00:00+00:00,2007-03-22 13:31:00+00:00,1.20800000001,101124.401481,"[{'amount': 100, 'last_sale_price': 12.608533999999999, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",1.19458252694e-05,11.64876121,99863.5480814,1259.6454,[]
2007-03-23 20:00:00,12.549487,0.0,99863.5480814,1254.9487,9.91254765667,[],2007-03-23 20:00:00+00:00,2007-03-23 13:31:00+00:00,-5.90470000001,101118.496781,"[{'amount': 100, 'last_sale_price': 12.549487, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-5.83904568384e-05,11.66396496,99863.5480814,1260.8534,[]
2007-03-26 20:00:00,12.862154,0.0,99863.5480814,1286.2154,9.91771846333,[],2007-03-26 20:00:00+00:00,2007-03-26 13:31:00+00:00,31.2667,101149.763481,"[{'amount': 100, 'last_sale_price': 12.862153999999999, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000309208512737,11.68468402,99863.5480814,1254.9487,[]
2007-03-27 20:00:00,12.809815,0.0,99863.5480814,1280.9815,9.92213333,[],2007-03-27 20:00:00+00:00,2007-03-27 13:31:00+00:00,-5.23390000001,101144.529581,"[{'amount': 100, 'last_sale_price': 12.809814999999999, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-5.17440656297e-05,11.70486625,99863.5480814,1286.2154,[]
2007-03-28 20:00:00,12.511914,0.0,99863.5480814,1251.1914,9.92594880667,[],2007-03-28 20:00:00+00:00,2007-03-28 13:31:00+00:00,-29.7901,101114.739481,"[{'amount': 100, 'last_sale_price': 12.511913999999999, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.000294530016831,11.72118378,99863.5480814,1280.9815,[]
2007-03-29 20:00:00,12.580354,0.0,99863.5480814,1258.0354,9.93098541333,[],2007-03-29 20:00:00+00:00,2007-03-29 13:31:00+00:00,6.844,101121.583481,"[{'amount': 100, 'last_sale_price': 12.580354, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",6.76854831956e-05,11.7407622,99863.5480814,1251.1914,[]
2007-03-30 20:00:00,12.467634,0.0,99863.5480814,1246.7634,9.93718948667,[],2007-03-30 20:00:00+00:00,2007-03-30 13:31:00+00:00,-11.272,101110.311481,"[{'amount': 100, 'last_sale_price': 12.467634, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.000111469773434,11.75945493,99863.5480814,1258.0354,[]
2007-04-02 20:00:00,12.566931,0.0,99863.5480814,1256.6931,9.94504409333,[],2007-04-02 20:00:00+00:00,2007-04-02 13:31:00+00:00,9.92970000001,101120.241181,"[{'amount': 100, 'last_sale_price': 12.566931, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",9.82066008355e-05,11.78006652,99863.5480814,1246.7634,[]
2007-04-03 20:00:00,12.680994,0.0,99863.5480814,1268.0994,9.95257219,[],2007-04-03 20:00:00+00:00,2007-04-03 13:31:00+00:00,11.4063,101131.647481,"[{'amount': 100, 'last_sale_price': 12.680994, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000112799374949,11.7999133,99863.5480814,1256.6931,[]
2007-04-04 20:00:00,12.650128,0.0,99863.5480814,1265.0128,9.96072647667,[],2007-04-04 20:00:00+00:00,2007-04-04 13:31:00+00:00,-3.08660000001,101128.560881,"[{'amount': 100, 'last_sale_price': 12.650128, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-3.05206142378e-05,11.81837787,99863.5480814,1268.0994,[]
2007-04-05 20:00:00,12.705145,0.0,99863.5480814,1270.5145,9.96988719667,[],2007-04-05 20:00:00+00:00,2007-04-05 13:31:00+00:00,5.50170000001,101134.062581,"[{'amount': 100, 'last_sale_price': 12.705145, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",5.44030286999e-05,11.83478933,99863.5480814,1265.0128,[]
2007-04-09 20:00:00,12.566931,0.0,99863.5480814,1256.6931,9.97942365,[],2007-04-09 20:00:00+00:00,2007-04-09 13:31:00+00:00,-13.8214,101120.241181,"[{'amount': 100, 'last_sale_price': 12.566931, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.000136664143091,11.84862439,99863.5480814,1270.5145,[]
2007-04-10 20:00:00,12.64745,0.0,99863.5480814,1264.745,9.98936269667,[],2007-04-10 20:00:00+00:00,2007-04-10 13:31:00+00:00,8.05189999999,101128.293081,"[{'amount': 100, 'last_sale_price': 12.64745, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",7.96269857144e-05,11.86355977,99863.5480814,1256.6931,[]
2007-04-11 20:00:00,12.424688,0.0,99863.5480814,1242.4688,9.99723070667,[],2007-04-11 20:00:00+00:00,2007-04-11 13:31:00+00:00,-22.2762,101106.016881,"[{'amount': 100, 'last_sale_price': 12.424688, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.000220276633979,11.87461703,99863.5480814,1264.745,[]
2007-04-12 20:00:00,12.371014,0.0,99863.5480814,1237.1014,10.0046917033,[],2007-04-12 20:00:00+00:00,2007-04-12 13:31:00+00:00,-5.3674,101100.649481,"[{'amount': 100, 'last_sale_price': 12.371014, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-5.3086850472e-05,11.88426529,99863.5480814,1242.4688,[]
2007-04-13 20:00:00,12.109344,0.0,99863.5480814,1210.9344,10.0113207,[],2007-04-13 20:00:00+00:00,2007-04-13 13:31:00+00:00,-26.167,101074.482481,"[{'amount': 100, 'last_sale_price': 12.109344, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.00025882128487,11.89257171,99863.5480814,1237.1014,[]
2007-04-16 20:00:00,12.269031,0.0,99863.5480814,1226.9031,10.01996704,[],2007-04-16 20:00:00+00:00,2007-04-16 13:31:00+00:00,15.9687,101090.451181,"[{'amount': 100, 'last_sale_price': 12.269031, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000157989431239,11.90038161,99863.5480814,1210.9344,[]
2007-04-17 20:00:00,12.124101,0.0,99863.5480814,1212.4101,10.0282420933,[],2007-04-17 20:00:00+00:00,2007-04-17 13:31:00+00:00,-14.493,101075.958181,"[{'amount': 100, 'last_sale_price': 12.124101, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.000143366656599,11.90642011,99863.5480814,1226.9031,[]
2007-04-18 20:00:00,12.130818,0.0,99863.5480814,1213.0818,10.0385747567,[],2007-04-18 20:00:00+00:00,2007-04-18 13:31:00+00:00,0.671700000006,101076.629881,"[{'amount': 100, 'last_sale_price': 12.130818, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",6.64549722893e-06,11.91169381,99863.5480814,1212.4101,[]
2007-04-19 20:00:00,12.113365,0.0,99863.5480814,1211.3365,10.0487150767,[],2007-04-19 20:00:00+00:00,2007-04-19 13:31:00+00:00,-1.7453,101074.884581,"[{'amount': 100, 'last_sale_price': 12.113365, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-1.72670972711e-05,11.91393478,99863.5480814,1213.0818,[]
2007-04-20 20:00:00,12.207298,0.0,99863.5480814,1220.7298,10.0586272633,[],2007-04-20 20:00:00+00:00,2007-04-20 13:31:00+00:00,9.3933,101084.277881,"[{'amount': 100, 'last_sale_price': 12.207298, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",9.29340660531e-05,11.91482038,99863.5480814,1211.3365,[]
2007-04-23 20:00:00,12.548144,0.0,99863.5480814,1254.8144,10.07140219,[],2007-04-23 20:00:00+00:00,2007-04-23 13:31:00+00:00,34.0846,101118.362481,"[{'amount': 100, 'last_sale_price': 12.548144, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000337189924233,11.91734314,99863.5480814,1220.7298,[]
2007-04-24 20:00:00,12.511914,0.0,99863.5480814,1251.1914,10.0830007267,[],2007-04-24 20:00:00+00:00,2007-04-24 13:31:00+00:00,-3.62300000001,101114.739481,"[{'amount': 100, 'last_sale_price': 12.511913999999999, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-3.58292985675e-05,11.92230816,99863.5480814,1254.8144,[]
2007-04-25 20:00:00,12.795058,0.0,99863.5480814,1279.5058,10.0967060333,[],2007-04-25 20:00:00+00:00,2007-04-25 13:31:00+00:00,28.3144,101143.053881,"[{'amount': 100, 'last_sale_price': 12.795058000000001, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000280022478871,11.92705856,99863.5480814,1251.1914,[]
2007-04-26 20:00:00,13.26338,0.0,99863.5480814,1326.338,10.1106618267,[],2007-04-26 20:00:00+00:00,2007-04-26 13:31:00+00:00,46.8322,101189.886081,"[{'amount': 100, 'last_sale_price': 13.263379999999998, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000463029325325,11.93650552,99863.5480814,1279.5058,[]
2007-04-27 20:00:00,13.40831,0.0,99863.5480814,1340.831,10.1243939967,[],2007-04-27 20:00:00+00:00,2007-04-27 13:31:00+00:00,14.493,101204.379081,"[{'amount': 100, 'last_sale_price': 13.40831, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000143225776421,11.94758965,99863.5480814,1326.338,[]
2007-04-30 20:00:00,13.392201,0.0,99863.5480814,1339.2201,10.1374686033,[],2007-04-30 20:00:00+00:00,2007-04-30 13:31:00+00:00,-1.6109,101202.768181,"[{'amount': 100, 'last_sale_price': 13.392201000000002, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-1.59172954236e-05,11.95896902,99863.5480814,1340.831,[]
2007-05-01 20:00:00,13.347921,0.0,99863.5480814,1334.7921,10.1505208533,[],2007-05-01 20:00:00+00:00,2007-05-01 13:31:00+00:00,-4.428,101198.340181,"[{'amount': 100, 'last_sale_price': 13.347921, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-4.37537438903e-05,11.97017395,99863.5480814,1339.2201,[]
2007-05-02 20:00:00,13.471377,0.0,99863.5480814,1347.1377,10.1645258667,[],2007-05-02 20:00:00+00:00,2007-05-02 13:31:00+00:00,12.3456,101210.685781,"[{'amount': 100, 'last_sale_price': 13.471376999999999, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000121994095732,11.98241214,99863.5480814,1334.7921,[]
2007-05-03 20:00:00,13.472721,0.0,99863.5480814,1347.2721,10.1775334067,[],2007-05-03 20:00:00+00:00,2007-05-03 13:31:00+00:00,0.134399999995,101210.820181,"[{'amount': 100, 'last_sale_price': 13.472721, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",1.32792302471e-06,11.99659607,99863.5480814,1347.1377,[]
2007-05-04 20:00:00,13.527737,0.0,99863.5480814,1352.7737,10.19053199,[],2007-05-04 20:00:00+00:00,2007-05-04 13:31:00+00:00,5.5016,101216.321781,"[{'amount': 100, 'last_sale_price': 13.527737, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",5.43578244909e-05,12.01507406,99863.5480814,1347.2721,[]
2007-05-07 20:00:00,13.945064,0.0,99863.5480814,1394.5064,10.2050513867,[],2007-05-07 20:00:00+00:00,2007-05-07 13:31:00+00:00,41.7327,101258.054481,"[{'amount': 100, 'last_sale_price': 13.945064000000002, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000412311959825,12.03608825,99863.5480814,1352.7737,[]
2007-05-08 20:00:00,14.098043,0.0,99863.5480814,1409.8043,10.2202909333,[],2007-05-08 20:00:00+00:00,2007-05-08 13:31:00+00:00,15.2979,101273.352381,"[{'amount': 100, 'last_sale_price': 14.098042999999999, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000151078352022,12.0579747,99863.5480814,1394.5064,[]
2007-05-09 20:00:00,14.34227,0.0,99863.5480814,1434.227,10.2374628133,[],2007-05-09 20:00:00+00:00,2007-05-09 13:31:00+00:00,24.4227,101297.775081,"[{'amount': 100, 'last_sale_price': 14.342270000000001, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000241156231385,12.08580582,99863.5480814,1409.8043,[]
2007-05-10 20:00:00,14.404003,0.0,99863.5480814,1440.4003,10.2545676267,[],2007-05-10 20:00:00+00:00,2007-05-10 13:31:00+00:00,6.17329999999,101303.948381,"[{'amount': 100, 'last_sale_price': 14.404003, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",6.09421085017e-05,12.11034927,99863.5480814,1434.227,[]
2007-05-11 20:00:00,14.59187,0.0,99863.5480814,1459.187,10.27207053,[],2007-05-11 20:00:00+00:00,2007-05-11 13:31:00+00:00,18.7867,101322.735081,"[{'amount': 100, 'last_sale_price': 14.591870000000002, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000185448842816,12.13744236,99863.5480814,1440.4003,[]
2007-05-14 20:00:00,14.675066,0.0,99863.5480814,1467.5066,10.2906961533,[],2007-05-14 20:00:00+00:00,2007-05-14 13:31:00+00:00,8.31959999999,101331.054681,"[{'amount': 100, 'last_sale_price': 14.675066000000001, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",8.2109903501e-05,12.16648117,99863.5480814,1459.187,[]
2007-05-15 20:00:00,14.428153,0.0,99863.5480814,1442.8153,10.30950069,[],2007-05-15 20:00:00+00:00,2007-05-15 13:31:00+00:00,-24.6913,101306.363381,"[{'amount': 100, 'last_sale_price': 14.428153, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.000243669624062,12.19607015,99863.5480814,1467.5066,[]
2007-05-16 20:00:00,14.404003,0.0,99863.5480814,1440.4003,10.32785347,[],2007-05-16 20:00:00+00:00,2007-05-16 13:31:00+00:00,-2.41500000001,101303.948381,"[{'amount': 100, 'last_sale_price': 14.404003, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-2.38385815007e-05,12.22429043,99863.5480814,1442.8153,[]
2007-05-17 20:00:00,14.685803,0.0,99863.5480814,1468.5803,10.3474363367,[],2007-05-17 20:00:00+00:00,2007-05-17 13:31:00+00:00,28.18,101332.128381,"[{'amount': 100, 'last_sale_price': 14.685803, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.00027817277066,12.25740868,99863.5480814,1440.4003,[]
2007-05-18 20:00:00,14.763627,0.0,99863.5480814,1476.3627,10.36805244,[],2007-05-18 20:00:00+00:00,2007-05-18 13:31:00+00:00,7.7824,101339.910781,"[{'amount': 100, 'last_sale_price': 14.763627, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",7.68009132376e-05,12.29380107,99863.5480814,1468.5803,[]
2007-05-21 20:00:00,15.02664,0.0,99863.5480814,1502.664,10.3898762767,[],2007-05-21 20:00:00+00:00,2007-05-21 13:31:00+00:00,26.3013,101366.212081,"[{'amount': 100, 'last_sale_price': 15.026639999999999, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000259535456438,12.33376292,99863.5480814,1476.3627,[]
2007-05-22 20:00:00,15.235979,0.0,99863.5480814,1523.5979,10.41128411,[],2007-05-22 20:00:00+00:00,2007-05-22 13:31:00+00:00,20.9339,101387.145981,"[{'amount': 100, 'last_sale_price': 15.235979, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.00020651753252,12.37674406,99863.5480814,1502.664,[]
2007-05-23 20:00:00,15.148753,0.0,99863.5480814,1514.8753,10.4316676333,[],2007-05-23 20:00:00+00:00,2007-05-23 13:31:00+00:00,-8.72259999999,101378.423381,"[{'amount': 100, 'last_sale_price': 15.148753, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-8.60326022156e-05,12.4188396,99863.5480814,1523.5979,[]
2007-05-24 20:00:00,14.853539,0.0,99863.5480814,1485.3539,10.4515546567,[],2007-05-24 20:00:00+00:00,2007-05-24 13:31:00+00:00,-29.5214,101348.901981,"[{'amount': 100, 'last_sale_price': 14.853539000000001, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.00029120003069,12.45885517,99863.5480814,1514.8753,[]
2007-05-25 20:00:00,15.246716,0.0,99863.5480814,1524.6716,10.4736111,[],2007-05-25 20:00:00+00:00,2007-05-25 13:31:00+00:00,39.3177,101388.219681,"[{'amount': 100, 'last_sale_price': 15.246716000000001, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000387944015488,12.49747518,99863.5480814,1485.3539,[]
2007-05-29 20:00:00,15.34467,0.0,99863.5480814,1534.467,10.4958375033,[],2007-05-29 20:00:00+00:00,2007-05-29 13:31:00+00:00,9.7954,101398.015081,"[{'amount': 100, 'last_sale_price': 15.34467, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",9.6612802067e-05,12.5384703,99863.5480814,1524.6716,[]
2007-05-30 20:00:00,15.937793,0.0,99863.5480814,1593.7793,10.52034066,[],2007-05-30 20:00:00+00:00,2007-05-30 13:31:00+00:00,59.3123,101457.327381,"[{'amount': 100, 'last_sale_price': 15.937793, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000584945375433,12.58290075,99863.5480814,1534.467,[]
2007-05-31 20:00:00,16.262539,0.0,99863.5480814,1626.2539,10.5469014267,[],2007-05-31 20:00:00+00:00,2007-05-31 13:31:00+00:00,32.4746,101489.801981,"[{'amount': 100, 'last_sale_price': 16.262539, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000320081366602,12.6313972,99863.5480814,1593.7793,[]
2007-06-01 20:00:00,15.888149,0.0,99863.5480814,1588.8149,10.5722768467,[],2007-06-01 20:00:00+00:00,2007-06-01 13:31:00+00:00,-37.439,101452.362981,"[{'amount': 100, 'last_sale_price': 15.888148999999999, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.000368894206798,12.67558614,99863.5480814,1626.2539,[]
2007-06-04 20:00:00,16.281327,0.0,99863.5480814,1628.1327,10.5996382733,[],2007-06-04 20:00:00+00:00,2007-06-04 13:31:00+00:00,39.3178,101491.680781,"[{'amount': 100, 'last_sale_price': 16.281326999999997, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000387549376324,12.7141793,99863.5480814,1588.8149,[]
2007-06-05 20:00:00,16.461142,0.0,99863.5480814,1646.1142,10.62768857,[],2007-06-05 20:00:00+00:00,2007-06-05 13:31:00+00:00,17.9815,101509.662281,"[{'amount': 100, 'last_sale_price': 16.461142000000002, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000177172156984,12.74862605,99863.5480814,1628.1327,[]
2007-06-06 20:00:00,16.591306,0.0,99863.5480814,1659.1306,10.6563740133,[],2007-06-06 20:00:00+00:00,2007-06-06 13:31:00+00:00,13.0164,101522.678681,"[{'amount': 100, 'last_sale_price': 16.591306, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.00012822818742,12.78598473,99863.5480814,1646.1142,[]
2007-06-07 20:00:00,16.64901,0.0,99863.5480814,1664.901,10.6856096567,[],2007-06-07 20:00:00+00:00,2007-06-07 13:31:00+00:00,5.77039999999,101528.449081,"[{'amount': 100, 'last_sale_price': 16.64901, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",5.68385317935e-05,12.82550388,99863.5480814,1659.1306,[]
2007-06-08 20:00:00,16.705369,0.0,99863.5480814,1670.5369,10.71341391,[],2007-06-08 20:00:00+00:00,2007-06-08 13:31:00+00:00,5.63590000001,101534.084981,"[{'amount': 100, 'last_sale_price': 16.705369, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",5.55105495159e-05,12.86225866,99863.5480814,1664.901,[]
2007-06-11 20:00:00,16.128346,0.0,99863.5480814,1612.8346,10.73910689,[],2007-06-11 20:00:00+00:00,2007-06-11 13:31:00+00:00,-57.7023,101476.382681,"[{'amount': 100, 'last_sale_price': 16.128346, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.000568304722602,12.89612828,99863.5480814,1670.5369,[]
2007-06-12 20:00:00,16.153839,0.0,99863.5480814,1615.3839,10.7648982767,[],2007-06-12 20:00:00+00:00,2007-06-12 13:31:00+00:00,2.5493,101478.931981,"[{'amount': 100, 'last_sale_price': 16.153839, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",2.51221016421e-05,12.93814323,99863.5480814,1612.8346,[]
2007-06-13 20:00:00,15.767369,0.0,99863.5480814,1576.7369,10.7894327433,[],2007-06-13 20:00:00+00:00,2007-06-13 13:31:00+00:00,-38.647,101440.284981,"[{'amount': 100, 'last_sale_price': 15.767369, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.000380837669903,12.97705837,99863.5480814,1615.3839,[]
2007-06-14 20:00:00,15.935116,0.0,99863.5480814,1593.5116,10.8151883733,[],2007-06-14 20:00:00+00:00,2007-06-14 13:31:00+00:00,16.7747,101457.059681,"[{'amount': 100, 'last_sale_price': 15.935116, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000165365268868,13.01994568,99863.5480814,1576.7369,[]
2007-06-15 20:00:00,16.16995,0.0,99863.5480814,1616.995,10.8390250767,[],2007-06-15 20:00:00+00:00,2007-06-15 13:31:00+00:00,23.4834,101480.543081,"[{'amount': 100, 'last_sale_price': 16.16995, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000231461468268,13.06664397,99863.5480814,1593.5116,[]
2007-06-18 20:00:00,16.78588,0.0,99863.5480814,1678.588,10.8631122667,[],2007-06-18 20:00:00+00:00,2007-06-18 13:31:00+00:00,61.593,101542.136081,"[{'amount': 100, 'last_sale_price': 16.78588, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000606943933583,13.11815972,99863.5480814,1616.995,[]
2007-06-19 20:00:00,16.593983,0.0,99863.5480814,1659.3983,10.88720838,[],2007-06-19 20:00:00+00:00,2007-06-19 13:31:00+00:00,-19.1897,101522.946381,"[{'amount': 100, 'last_sale_price': 16.593982999999998, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.000188982630665,13.1683603,99863.5480814,1678.588,[]
2007-06-20 20:00:00,16.310849,0.0,99863.5480814,1631.0849,10.91086169,[],2007-06-20 20:00:00+00:00,2007-06-20 13:31:00+00:00,-28.3134,101494.632981,"[{'amount': 100, 'last_sale_price': 16.310848999999997, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.000278886705018,13.21689704,99863.5480814,1659.3983,[]
2007-06-21 20:00:00,16.626193,0.0,99863.5480814,1662.6193,10.9358703033,[],2007-06-21 20:00:00+00:00,2007-06-21 13:31:00+00:00,31.5344,101526.167381,"[{'amount': 100, 'last_sale_price': 16.626193, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000310700172745,13.26783576,99863.5480814,1631.0849,[]
2007-06-22 20:00:00,16.505423,0.0,99863.5480814,1650.5423,10.9610489067,[],2007-06-22 20:00:00+00:00,2007-06-22 13:31:00+00:00,-12.077,101514.090381,"[{'amount': 100, 'last_sale_price': 16.505423, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.000118954554392,13.31809008,99863.5480814,1662.6193,[]
