,AAPL,capital_used,ending_cash,ending_value,long_mavg,orders,period_close,period_open,pnl,portfolio_value,positions,returns,short_mavg,starting_cash,starting_value,transactions
2006-02-02 21:00:00,9.675129,0.0,99863.5480814,967.5129,6.39981374667,[],2006-02-02 21:00:00+00:00,2006-02-02 14:31:00+00:00,-44.5516,100831.060981,"[{'amount': 100, 'last_sale_price': 9.675129, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.000441648866955,8.70159075,99863.5480814,1012.0645,[]
2006-02-03 21:00:00,9.641585,0.0,99863.5480814,964.1585,6.41762753667,[],2006-02-03 21:00:00+00:00,2006-02-03 14:31:00+00:00,-3.3544,100827.706581,"[{'amount': 100, 'last_sale_price': 9.641585000000001, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-3.32675265672e-05,8.7290327,99863.5480814,967.5129,[]
2006-02-06 21:00:00,9.031019,0.0,99863.5480814,903.1019,6.43329429333,[],2006-02-06 21:00:00+00:00,2006-02-06 14:31:00+00:00,-61.0566,100766.649981,"[{'amount': 100, 'last_sale_price': 9.031019, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.000605553791415,8.75114732,99863.5480814,964.1585,[]
2006-02-07 21:00:00,9.071269,0.0,99863.5480814,907.1269,6.44822521,[],2006-02-07 21:00:00+00:00,2006-02-07 14:31:00+00:00,4.02500000001,100770.674981,"[{'amount': 100, 'last_sale_price': 9.071269000000001, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",3.99437710865e-05,8.77528817,99863.5480814,903.1019,[]
2006-02-08 21:00:00,9.233642,0.0,99863.5480814,923.3642,6.46400822333,[],2006-02-08 21:00:00+00:00,2006-02-08 14:31:00+00:00,16.2373,100786.912281,"[{'amount': 100, 'last_sale_price': 9.233642, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000161131202138,8.80070379,99863.5480814,907.1269,[]
2006-02-09 21:00:00,8.715666,0.0,99863.5480814,871.5666,6.47789917,[],2006-02-09 21:00:00+00:00,2006-02-09 14:31:00+00:00,-51.7976,100735.114681,"[{'amount': 100, 'last_sale_price': 8.715666, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.000513931807489,8.81914158,99863.5480814,923.3642,[]
2006-02-10 21:00:00,9.032353,0.0,99863.5480814,903.2353,6.49342274333,[],2006-02-10 21:00:00+00:00,2006-02-10 14:31:00+00:00,31.6687,100766.783381,"[{'amount': 100, 'last_sale_price': 9.032353, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000314375976045,8.83882728,99863.5480814,871.5666,[]
2006-02-13 21:00:00,8.683466,0.0,99863.5480814,868.3466,6.50834921333,[],2006-02-13 21:00:00+00:00,2006-02-13 14:31:00+00:00,-34.8887,100731.894681,"[{'amount': 100, 'last_sale_price': 8.683466000000001, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.000346232149417,8.85428607,99863.5480814,903.2353,[]
2006-02-14 21:00:00,9.076642,0.0,99863.5480814,907.6642,6.52389295,[],2006-02-14 21:00:00+00:00,2006-02-14 14:31:00+00:00,39.3176,100771.212281,"[{'amount': 100, 'last_sale_price': 9.076642, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000390319273993,8.87512582,99863.5480814,868.3466,[]
2006-02-15 21:00:00,9.288659,0.0,99863.5480814,928.8659,6.54078976333,[],2006-02-15 21:00:00+00:00,2006-02-15 14:31:00+00:00,21.2017,100792.413981,"[{'amount': 100, 'last_sale_price': 9.288658999999999, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000210394412452,8.89836755,99863.5480814,907.6642,[]
2006-02-16 21:00:00,9.469819,0.0,99863.5480814,946.9819,6.55820321,[],2006-02-16 21:00:00+00:00,2006-02-16 14:31:00+00:00,18.116,100810.529981,"[{'amount': 100, 'last_sale_price': 9.469819000000001, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000179735748797,8.92167644,99863.5480814,928.8659,[]
2006-02-17 21:00:00,9.432246,0.0,99863.5480814,943.2246,6.57533263667,[],2006-02-17 21:00:00+00:00,2006-02-17 14:31:00+00:00,-3.7573,100806.772681,"[{'amount': 100, 'last_sale_price': 9.432246000000001, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-3.72709081154e-05,8.94375077,99863.5480814,946.9819,[]
2006-02-21 21:00:00,9.269873,0.0,99863.5480814,926.9873,6.59166137333,[],2006-02-21 21:00:00+00:00,2006-02-21 14:31:00+00:00,-16.2373,100790.535381,"[{'amount': 100, 'last_sale_price': 9.269873, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.000161073502981,8.9647381,99863.5480814,943.2246,[]
2006-02-22 21:00:00,9.570459,0.0,99863.5480814,957.0459,6.60904573333,[],2006-02-22 21:00:00+00:00,2006-02-22 14:31:00+00:00,30.0586,100820.593981,"[{'amount': 100, 'last_sale_price': 9.570459, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000298228398989,8.99189825,99863.5480814,926.9873,[]
2006-02-23 21:00:00,9.628162,0.0,99863.5480814,962.8162,6.62653745667,[],2006-02-23 21:00:00+00:00,2006-02-23 14:31:00+00:00,5.7703,100826.364281,"[{'amount': 100, 'last_sale_price': 9.628162, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",5.72333466025e-05,9.01794463,99863.5480814,957.0459,[]
2006-02-24 21:00:00,9.589245,0.0,99863.5480814,958.9245,6.64390616,[],2006-02-24 21:00:00+00:00,2006-02-24 14:31:00+00:00,-3.89170000001,100822.472581,"[{'amount': 100, 'last_sale_price': 9.589245, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-3.85980395876e-05,9.04189761,99863.5480814,962.8162,[]
2006-02-27 21:00:00,9.526179,0.0,99863.5480814,952.6179,6.66076496333,[],2006-02-27 21:00:00+00:00,2006-02-27 14:31:00+00:00,-6.3066,100816.165981,"[{'amount': 100, 'last_sale_price': 9.526178999999999, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-6.25515308098e-05,9.06410616,99863.5480814,958.9245,[]
2006-02-28 21:00:00,9.190706,0.0,99863.5480814,919.0706,6.6768656,[],2006-02-28 21:00:00+00:00,2006-02-28 14:31:00+00:00,-33.5473,100782.618681,"[{'amount': 100, 'last_sale_price': 9.190706, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.000332757149346,9.08388589,99863.5480814,952.6179,[]
2006-03-01 21:00:00,9.272559,0.0,99863.5480814,927.2559,6.69374676,[],2006-03-01 21:00:00+00:00,2006-03-01 14:31:00+00:00,8.1853,100790.803981,"[{'amount': 100, 'last_sale_price': 9.272559, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",8.12173776301e-05,9.10578578,99863.5480814,919.0706,[]
2006-03-02 21:00:00,9.340999,0.0,99863.5480814,934.0999,6.71063909667,[],2006-03-02 21:00:00+00:00,2006-03-02 14:31:00+00:00,6.844,100797.647981,"[{'amount': 100, 'last_sale_price': 9.340999, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",6.79030202126e-05,9.12981937,99863.5480814,927.2559,[]
2006-03-03 21:00:00,9.087379,0.0,99863.5480814,908.7379,6.72667263333,[],2006-03-03 21:00:00+00:00,2006-03-03 14:31:00+00:00,-25.362,100772.285981,"[{'amount': 100, 'last_sale_price': 9.087378999999999, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.000251613013874,9.15185349,99863.5480814,934.0999,[]
2006-03-06 21:00:00,8.786792,0.0,99863.5480814,878.6792,6.74164606667,[],2006-03-06 21:00:00+00:00,2006-03-06 14:31:00+00:00,-30.0587,100742.227281,"[{'amount': 100, 'last_sale_price': 8.786792, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.000298283399124,9.17212974,99863.5480814,908.7379,[]
2006-03-07 21:00:00,8.898169,0.0,99863.5480814,889.8169,6.75718085,[],2006-03-07 21:00:00+00:00,2006-03-07 14:31:00+00:00,11.1377,100753.364981,"[{'amount': 100, 'last_sale_price': 8.898169000000001, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000110556420089,9.1918826,99863.5480814,878.6792,[]
2006-03-08 21:00:00,8.810943,0.0,99863.5480814,881.0943,6.77219674667,[],2006-03-08 21:00:00+00:00,2006-03-08 14:31:00+00:00,-8.72260000001,100744.642381,"[{'amount': 100, 'last_sale_price': 8.810943, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-8.65737834326e-05,9.21390329,99863.5480814,889.8169,[]
2006-03-09 21:00:00,8.578796,0.0,99863.5480814,857.8796,6.78638067333,[],2006-03-09 21:00:00+00:00,2006-03-09 14:31:00+00:00,-23.2147,100721.427681,"[{'amount': 100, 'last_sale_price': 8.578796, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.000230431112278,9.22757735,99863.5480814,881.0943,[]
2006-03-10 21:00:00,8.479489,0.0,99863.5480814,847.9489,6.80015307667,[],2006-03-10 21:00:00+00:00,2006-03-10 14:31:00+00:00,-9.9307,100711.496981,"[{'amount': 100, 'last_sale_price': 8.479489, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-9.85957033037e-05,9.23990937,99863.5480814,857.8796,[]
2006-03-13 21:00:00,8.813629,0.0,99863.5480814,881.3629,6.81512873667,[],2006-03-13 21:00:00+00:00,2006-03-13 14:31:00+00:00,33.414,100744.910981,"[{'amount': 100, 'last_sale_price': 8.813628999999999, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000331779399587,9.25633426,99863.5480814,847.9489,[]
2006-03-14 21:00:00,9.033696,0.0,99863.5480814,903.3696,6.83108621667,[],2006-03-14 21:00:00+00:00,2006-03-14 14:31:00+00:00,22.0067,100766.917681,"[{'amount': 100, 'last_sale_price': 9.033696, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.00021843981781,9.27661042,99863.5480814,881.3629,[]
2006-03-15 21:00:00,8.887432,0.0,99863.5480814,888.7432,6.84641077333,[],2006-03-15 21:00:00+00:00,2006-03-15 14:31:00+00:00,-14.6264,100752.291281,"[{'amount': 100, 'last_sale_price': 8.887432, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.000145150812752,9.29176054,99863.5480814,903.3696,[]
2006-03-16 21:00:00,8.629783,0.0,99863.5480814,862.9783,6.86075125667,[],2006-03-16 21:00:00+00:00,2006-03-16 14:31:00+00:00,-25.7649,100726.526381,"[{'amount': 100, 'last_sale_price': 8.629783, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.000255725201604,9.30272387,99863.5480814,888.7432,[]
2006-03-17 21:00:00,8.676749,0.0,99863.5480814,867.6749,6.87523711333,[],2006-03-17 21:00:00+00:00,2006-03-17 14:31:00+00:00,4.6966,100731.222981,"[{'amount': 100, 'last_sale_price': 8.676749000000001, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",4.66272407947e-05,9.31480096,99863.5480814,862.9783,[]
2006-03-20 21:00:00,8.586846,0.0,99863.5480814,858.6846,6.88837211667,[],2006-03-20 21:00:00+00:00,2006-03-20 14:31:00+00:00,-8.9903,100722.232681,"[{'amount': 100, 'last_sale_price': 8.586846000000001, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-8.92503807053e-05,9.32446266,99863.5480814,867.6749,[]
2006-03-21 21:00:00,8.294309,0.0,99863.5480814,829.4309,6.90059687333,[],2006-03-21 21:00:00+00:00,2006-03-21 14:31:00+00:00,-29.2537,100692.978981,"[{'amount': 100, 'last_sale_price': 8.294309, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.00029043935208,9.33212489,99863.5480814,858.6846,[]
2006-03-22 21:00:00,8.275523,0.0,99863.5480814,827.5523,6.91374305667,[],2006-03-22 21:00:00+00:00,2006-03-22 14:31:00+00:00,-1.87860000001,100691.100381,"[{'amount': 100, 'last_sale_price': 8.275523, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-1.86567129011e-05,9.33835136,99863.5480814,829.4309,[]
2006-03-23 21:00:00,8.072899,0.0,99863.5480814,807.2899,6.92601256,[],2006-03-23 21:00:00+00:00,2006-03-23 14:31:00+00:00,-20.2624,100670.837981,"[{'amount': 100, 'last_sale_price': 8.072899000000001, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.000201233276062,9.34472548,99863.5480814,827.5523,[]
2006-03-24 21:00:00,8.046053,0.0,99863.5480814,804.6053,6.93722193,[],2006-03-24 21:00:00+00:00,2006-03-24 14:31:00+00:00,-2.68460000001,100668.153381,"[{'amount': 100, 'last_sale_price': 8.046053, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-2.66671069183e-05,9.35209248,99863.5480814,807.2899,[]
2006-03-27 21:00:00,7.985673,0.0,99863.5480814,798.5673,6.94814055,[],2006-03-27 21:00:00+00:00,2006-03-27 14:31:00+00:00,-6.038,100662.115381,"[{'amount': 100, 'last_sale_price': 7.985672999999999, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-5.99792466355e-05,9.35466897,99863.5480814,804.6053,[]
2006-03-28 21:00:00,7.878317,0.0,99863.5480814,787.8317,6.95860068,[],2006-03-28 21:00:00+00:00,2006-03-28 14:31:00+00:00,-10.7356,100651.379781,"[{'amount': 100, 'last_sale_price': 7.878317, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.000106649854906,9.35629261,99863.5480814,798.5673,[]
2006-03-29 21:00:00,8.364093,0.0,99863.5480814,836.4093,6.97085227667,[],2006-03-29 21:00:00+00:00,2006-03-29 14:31:00+00:00,48.5776,100699.957381,"[{'amount': 100, 'last_sale_price': 8.364092999999999, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000482632231227,9.35948635,99863.5480814,787.8317,[]
2006-03-30 21:00:00,8.420452,0.0,99863.5480814,842.0452,6.98316201333,[],2006-03-30 21:00:00+00:00,2006-03-30 14:31:00+00:00,5.63589999999,100705.593281,"[{'amount': 100, 'last_sale_price': 8.420452000000001, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",5.59672530808e-05,9.36069414,99863.5480814,836.4093,[]
2006-03-31 21:00:00,8.416423,0.0,99863.5480814,841.6423,6.99545162,[],2006-03-31 21:00:00+00:00,2006-03-31 14:31:00+00:00,-0.402899999986,100705.190381,"[{'amount': 100, 'last_sale_price': 8.416423, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-4.00077082969e-06,9.36280097,99863.5480814,842.0452,[]
2006-04-03 20:00:00,8.407029,0.0,99863.5480814,840.7029,7.00764951333,[],2006-04-03 20:00:00+00:00,2006-04-03 13:31:00+00:00,-0.939400000003,100704.250981,"[{'amount': 100, 'last_sale_price': 8.407029, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-9.32821830181e-06,9.36604833,99863.5480814,841.6423,[]
2006-04-04 20:00:00,8.208427,0.0,99863.5480814,820.8427,7.0188969,[],2006-04-04 20:00:00+00:00,2006-04-04 13:31:00+00:00,-19.8602,100684.390781,"[{'amount': 100, 'last_sale_price': 8.208427, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.000197213124634,9.36775257,99863.5480814,840.7029,[]
2006-04-05 20:00:00,9.018939,0.0,99863.5480814,901.8939,7.03280128,[],2006-04-05 20:00:00+00:00,2006-04-05 13:31:00+00:00,81.0512,100765.441981,"[{'amount': 100, 'last_sale_price': 9.018939, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000805002636168,9.37728013,99863.5480814,820.8427,[]
2006-04-06 20:00:00,9.559723,0.0,99863.5480814,955.9723,7.04842104,[],2006-04-06 20:00:00+00:00,2006-04-06 13:31:00+00:00,54.0784,100819.520381,"[{'amount': 100, 'last_sale_price': 9.559723, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000536676056162,9.39077967,99863.5480814,901.8939,[]
2006-04-07 20:00:00,9.365149,0.0,99863.5480814,936.5149,7.06309251333,[],2006-04-07 20:00:00+00:00,2006-04-07 13:31:00+00:00,-19.4574,100800.062981,"[{'amount': 100, 'last_sale_price': 9.365149, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.000192992388045,9.40185036,99863.5480814,955.9723,[]
2006-04-10 20:00:00,9.214856,0.0,99863.5480814,921.4856,7.07660995333,[],2006-04-10 20:00:00+00:00,2006-04-10 13:31:00+00:00,-15.0293,100785.033681,"[{'amount': 100, 'last_sale_price': 9.214856, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.000149100105253,9.41153892,99863.5480814,936.5149,[]
2006-04-11 20:00:00,9.123609,0.0,99863.5480814,912.3609,7.08968233667,[],2006-04-11 20:00:00+00:00,2006-04-11 13:31:00+00:00,-9.1247,100775.908981,"[{'amount': 100, 'last_sale_price': 9.123609, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-9.05362598662e-05,9.41920125,99863.5480814,921.4856,[]
2006-04-12 20:00:00,8.951842,0.0,99863.5480814,895.1842,7.10171249667,[],2006-04-12 20:00:00+00:00,2006-04-12 13:31:00+00:00,-17.1767,100758.732281,"[{'amount': 100, 'last_sale_price': 8.951842, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.000170444505771,9.42156301,99863.5480814,912.3609,[]
2006-04-13 20:00:00,8.919633,0.0,99863.5480814,891.9633,7.11404233667,[],2006-04-13 20:00:00+00:00,2006-04-13 13:31:00+00:00,-3.2209,100755.511381,"[{'amount': 100, 'last_sale_price': 8.919633000000001, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-3.19664601476e-05,9.42417971,99863.5480814,895.1842,[]
2006-04-17 20:00:00,8.696879,0.0,99863.5480814,869.6879,7.12539930667,[],2006-04-17 20:00:00+00:00,2006-04-17 13:31:00+00:00,-22.2754,100733.235981,"[{'amount': 100, 'last_sale_price': 8.696879, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.000221083687578,9.42451514,99863.5480814,891.9633,[]
2006-04-18 20:00:00,8.886089,0.0,99863.5480814,888.6089,7.13736462333,[],2006-04-18 20:00:00+00:00,2006-04-18 13:31:00+00:00,18.921,100752.156981,"[{'amount': 100, 'last_sale_price': 8.886089, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000187832742745,9.42620594,99863.5480814,869.6879,[]
2006-04-19 20:00:00,8.809599,0.0,99863.5480814,880.9599,7.14863661667,[],2006-04-19 20:00:00+00:00,2006-04-19 13:31:00+00:00,-7.649,100744.507981,"[{'amount': 100, 'last_sale_price': 8.809599, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-7.59189701657e-05,9.42503844,99863.5480814,888.6089,[]
2006-04-20 20:00:00,9.075299,0.0,99863.5480814,907.5299,7.16127734333,[],2006-04-20 20:00:00+00:00,2006-04-20 13:31:00+00:00,26.57,100771.077981,"[{'amount': 100, 'last_sale_price': 9.075299000000001, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000263736460998,9.42573627,99863.5480814,880.9599,[]
2006-04-21 20:00:00,8.996123,0.0,99863.5480814,899.6123,7.17373916,[],2006-04-21 20:00:00+00:00,2006-04-21 13:31:00+00:00,-7.9176,100763.160381,"[{'amount': 100, 'last_sale_price': 8.996122999999999, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-7.85701627749e-05,9.4226499,99863.5480814,907.5299,[]
2006-04-24 20:00:00,8.823023,0.0,99863.5480814,882.3023,7.18498657667,[],2006-04-24 20:00:00+00:00,2006-04-24 13:31:00+00:00,-17.31,100745.850381,"[{'amount': 100, 'last_sale_price': 8.823023, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.000171788974606,9.41740307,99863.5480814,899.6123,[]
2006-04-25 20:00:00,8.879382,0.0,99863.5480814,887.9382,7.19565696,[],2006-04-25 20:00:00+00:00,2006-04-25 13:31:00+00:00,5.63590000001,100751.486281,"[{'amount': 100, 'last_sale_price': 8.879382000000001, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",5.59417581833e-05,9.41481323,99863.5480814,882.3023,[]
2006-04-26 20:00:00,9.145073,0.0,99863.5480814,914.5073,7.20636758,[],2006-04-26 20:00:00+00:00,2006-04-26 13:31:00+00:00,26.5691,100778.055381,"[{'amount': 100, 'last_sale_price': 9.145073, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.00026370926108,9.41525603,99863.5480814,887.9382,[]
2006-04-27 20:00:00,9.307446,0.0,99863.5480814,930.7446,7.21723475333,[],2006-04-27 20:00:00+00:00,2006-04-27 13:31:00+00:00,16.2373,100794.292681,"[{'amount': 100, 'last_sale_price': 9.307446, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000161119401824,9.41225017,99863.5480814,914.5073,[]
2006-04-28 20:00:00,9.445659,0.0,99863.5480814,944.5659,7.22908152667,[],2006-04-28 20:00:00+00:00,2006-04-28 13:31:00+00:00,13.8213,100808.113981,"[{'amount': 100, 'last_sale_price': 9.445659, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000137123835411,9.40924431,99863.5480814,930.7446,[]
2006-05-01 20:00:00,9.339655,0.0,99863.5480814,933.9655,7.24079860667,[],2006-05-01 20:00:00+00:00,2006-05-01 13:31:00+00:00,-10.6004,100797.513581,"[{'amount': 100, 'last_sale_price': 9.339655, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.000105154233934,9.4062653,99863.5480814,944.5659,[]
2006-05-02 20:00:00,9.610719,0.0,99863.5480814,961.0719,7.25375917667,[],2006-05-02 20:00:00+00:00,2006-05-02 13:31:00+00:00,27.1064,100824.619981,"[{'amount': 100, 'last_sale_price': 9.610719, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000268919331806,9.4030045,99863.5480814,933.9655,[]
2006-05-03 20:00:00,9.546309,0.0,99863.5480814,954.6309,7.26584751333,[],2006-05-03 20:00:00+00:00,2006-05-03 13:31:00+00:00,-6.44099999999,100818.178981,"[{'amount': 100, 'last_sale_price': 9.546308999999999, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-6.38832063159e-05,9.39923374,99863.5480814,961.0719,[]
2006-05-04 20:00:00,9.544966,0.0,99863.5480814,954.4966,7.27777482,[],2006-05-04 20:00:00+00:00,2006-05-04 13:31:00+00:00,-0.134300000005,100818.044681,"[{'amount': 100, 'last_sale_price': 9.544966, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-1.33210102942e-06,9.39527511,99863.5480814,954.6309,[]
2006-05-05 20:00:00,9.646949,0.0,99863.5480814,964.6949,7.29002863667,[],2006-05-05 20:00:00+00:00,2006-05-05 13:31:00+00:00,10.1983,100828.242981,"[{'amount': 100, 'last_sale_price': 9.646949000000001, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.00010115550279,9.39200088,99863.5480814,954.4966,[]
2006-05-08 20:00:00,9.646949,0.0,99863.5480814,964.6949,7.3021192,[],2006-05-08 20:00:00+00:00,2006-05-08 13:31:00+00:00,0.0,100828.242981,"[{'amount': 100, 'last_sale_price': 9.646949000000001, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.0,9.38794831,99863.5480814,964.6949,[]
2006-05-09 20:00:00,9.531542,0.0,99863.5480814,953.1542,7.31398610333,[],2006-05-09 20:00:00+00:00,2006-05-09 13:31:00+00:00,-11.5407,100816.702281,"[{'amount': 100, 'last_sale_price': 9.531542, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.000114459001355,9.38264775,99863.5480814,964.6949,[]
2006-05-10 20:00:00,9.473839,0.0,99863.5480814,947.3839,7.32583062,[],2006-05-10 20:00:00+00:00,2006-05-10 13:31:00+00:00,-5.7703,100810.931981,"[{'amount': 100, 'last_sale_price': 9.473839, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-5.72355559092e-05,9.38075565,99863.5480814,953.1542,[]
2006-05-11 20:00:00,9.145073,0.0,99863.5480814,914.5073,7.33762147333,[],2006-05-11 20:00:00+00:00,2006-05-11 13:31:00+00:00,-32.8766,100778.055381,"[{'amount': 100, 'last_sale_price': 9.145073, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.000326121377452,9.37534773,99863.5480814,947.3839,[]
2006-05-12 20:00:00,9.084692,0.0,99863.5480814,908.4692,7.34875482333,[],2006-05-12 20:00:00+00:00,2006-05-12 13:31:00+00:00,-6.03809999999,100772.017281,"[{'amount': 100, 'last_sale_price': 9.084692, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-5.99148294452e-05,9.37077186,99863.5480814,914.5073,[]
2006-05-15 20:00:00,9.096772,0.0,99863.5480814,909.6772,7.35995527,[],2006-05-15 20:00:00+00:00,2006-05-15 13:31:00+00:00,1.208,100773.225281,"[{'amount': 100, 'last_sale_price': 9.096772, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",1.19874547775e-05,9.36595449,99863.5480814,908.4692,[]
2006-05-16 20:00:00,8.719696,0.0,99863.5480814,871.9696,7.3708918,[],2006-05-16 20:00:00+00:00,2006-05-16 13:31:00+00:00,-37.7076,100735.517681,"[{'amount': 100, 'last_sale_price': 8.719696, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.000374182724575,9.35638673,99863.5480814,909.6772,[]
2006-05-17 20:00:00,8.757269,0.0,99863.5480814,875.7269,7.38248138333,[],2006-05-17 20:00:00+00:00,2006-05-17 13:31:00+00:00,3.7573,100739.274981,"[{'amount': 100, 'last_sale_price': 8.757269, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",3.72986617479e-05,9.34532947,99863.5480814,871.9696,[]
2006-05-18 20:00:00,8.478146,0.0,99863.5480814,847.8146,7.39292585667,[],2006-05-18 20:00:00+00:00,2006-05-18 13:31:00+00:00,-27.9123,100711.362681,"[{'amount': 100, 'last_sale_price': 8.478146, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.000277074656386,9.33078314,99863.5480814,875.7269,[]
2006-05-19 20:00:00,8.656619,0.0,99863.5480814,865.6619,7.40376841667,[],2006-05-19 20:00:00+00:00,2006-05-19 13:31:00+00:00,17.8473,100729.209981,"[{'amount': 100, 'last_sale_price': 8.656619000000001, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",0.000177212377281,9.31892067,99863.5480814,847.8146,[]
2006-05-22 20:00:00,8.504992,0.0,99863.5480814,850.4992,7.41408319667,[],2006-05-22 20:00:00+00:00,2006-05-22 13:31:00+00:00,-15.1627,100714.047281,"[{'amount': 100, 'last_sale_price': 8.504992, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-0.000150529325136,9.304361,99863.5480814,865.6619,[]
2006-05-23 20:00:00,8.474126,0.0,99863.5480814,847.4126,7.42400881333,[],2006-05-23 20:00:00+00:00,2006-05-23 13:31:00+00:00,-3.08660000001,100710.960681,"[{'amount': 100, 'last_sale_price': 8.474126, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",-3.06471647533e-05,9.29037837,99863.5480814,850.4992,[]
2006-05-24 20:00:00,8.499619,0.0,99863.5480814,849.9619,7.43392099667,[],2006-05-24 20:00:00+00:00,2006-05-24 13:31:00+00:00,2.5493,100713.509981,"[{'amount': 100, 'last_sale_price': 8.499619000000001, 'cost_basis': 1.3645191859999999, 'sid': 'AAPL'}]",2.5313034279e-05,9.27949554,99863.5480814,847.4126,[]
