Date,High,Open,Low,Close
2014-01-03 02:47:00+00:00,1.3654,1.36543,1.36527,1.36527
2014-01-03 02:48:00+00:00,1.36528,1.36529,1.36501,1.36503
2014-01-03 02:49:00+00:00,1.36502,1.36514,1.36492,1.36512
2014-01-03 02:50:00+00:00,1.36513,1.36514,1.36497,1.36501
2014-01-03 02:51:00+00:00,1.36505,1.36505,1.36489,1.36491
2014-01-03 02:52:00+00:00,1.36492,1.36495,1.36469,1.36482
2014-01-03 02:53:00+00:00,1.36477,1.36482,1.36447,1.36447
2014-01-03 02:54:00+00:00,1.36444,1.3646,1.36444,1.36459
2014-01-03 02:55:00+00:00,1.36461,1.36482,1.36461,1.3647
2014-01-03 02:56:00+00:00,1.36472,1.36474,1.36469,1.36473
2014-01-03 02:57:00+00:00,1.36472,1.36512,1.36471,1.36488
2014-01-03 02:58:00+00:00,1.36486,1.36514,1.36482,1.36514
2014-01-03 02:59:00+00:00,1.36512,1.36514,1.36496,1.36501
2014-01-03 03:00:00+00:00,1.36499,1.36504,1.3649,1.36497
2014-01-03 03:01:00+00:00,1.365,1.36556,1.365,1.3654
2014-01-03 03:02:00+00:00,1.36542,1.36546,1.36521,1.36528
2014-01-03 03:03:00+00:00,1.36526,1.36528,1.3651,1.36524
2014-01-03 03:04:00+00:00,1.36523,1.36539,1.36522,1.36539
2014-01-03 03:05:00+00:00,1.3654,1.36544,1.36508,1.3651
2014-01-03 03:06:00+00:00,1.36512,1.36512,1.365,1.36507
2014-01-03 03:07:00+00:00,1.36505,1.36505,1.365,1.36501
2014-01-03 03:08:00+00:00,1.365,1.36512,1.365,1.36512
2014-01-03 03:09:00+00:00,1.36513,1.36525,1.36512,1.36521
2014-01-03 03:10:00+00:00,1.36522,1.36523,1.36484,1.36484
2014-01-03 03:11:00+00:00,1.36485,1.3651,1.36485,1.36508
2014-01-03 03:12:00+00:00,1.36509,1.36531,1.36496,1.36523
2014-01-03 03:13:00+00:00,1.36522,1.36552,1.36521,1.36539
2014-01-03 03:14:00+00:00,1.36534,1.36539,1.36526,1.3653
2014-01-03 03:15:00+00:00,1.36532,1.36542,1.3651,1.3651
2014-01-03 03:16:00+00:00,1.36512,1.36523,1.36507,1.36518
2014-01-03 03:17:00+00:00,1.36519,1.36519,1.365,1.36502
2014-01-03 03:18:00+00:00,1.365,1.36503,1.36458,1.36462
2014-01-03 03:19:00+00:00,1.36464,1.36474,1.36445,1.36448
